Ticker,T_action,FWD10,Winner
0050,2025-09-16,2.3788519367772487,True
0050,2025-12-08,-0.47095641046692727,False
0050,2026-02-11,-4.663210643045323,False
0050,2026-02-24,-1.5113407488356323,False
2603,2022-04-21,5.841924398625431,True
2603,2022-05-04,-9.24092409240924,False
2603,2022-05-04,-9.24092409240924,False
2603,2022-11-14,1.2861736334405238,True
2603,2022-11-14,1.2861736334405238,True
2603,2022-12-22,-7.288629737609331,False
2603,2023-03-01,7.051282051282048,True
2603,2023-06-12,1.2861736334405238,True
2603,2023-06-12,1.2861736334405238,True
2603,2023-06-14,-42.10526315789473,False
2603,2023-06-14,-42.10526315789473,False
2603,2023-09-14,5.936073059360725,True
2603,2023-09-15,-4.2194092827004255,False
2603,2023-12-04,19.409282700421947,True
2603,2023-12-08,29.11392405063291,True
2603,2024-02-29,10.876132930513593,True
2603,2024-02-29,10.876132930513593,True
2603,2024-04-26,9.89304812834224,True
2603,2024-08-13,2.8011204481792618,True
2603,2024-08-14,0.8264462809917328,True
2603,2024-08-16,1.0752688172043001,True
2603,2024-08-16,1.0752688172043001,True
2603,2024-09-18,-0.5347593582887722,False
2603,2024-09-20,0.0,False
2603,2024-09-24,-8.823529411764708,False
2603,2024-09-25,-10.739856801909308,False
2603,2025-12-19,2.156334231805923,True
2603,2025-12-19,2.156334231805923,True
2603,2025-12-19,2.156334231805923,True
2603,2025-12-19,2.156334231805923,True
2603,2025-12-23,4.0322580645161255,True
2603,2026-02-25,10.15625,True
2603,2026-05-05,-5.288461538461542,False
2603,2026-05-06,0.2358490566037652,True
2382,2023-01-04,5.825249190739212,True
2382,2023-01-10,2.8378357758393147,True
2382,2023-01-16,4.588396215779045,True
2382,2023-10-06,-17.878192534381142,False
2382,2023-11-20,-6.839622641509435,False
2382,2023-11-21,-10.344827586206895,False
2382,2023-12-21,0.0,False
2382,2023-12-28,6.451612903225801,True
2382,2023-12-28,6.451612903225801,True
2382,2023-12-29,0.8908685968819663,True
2382,2023-12-29,0.8908685968819663,True
2382,2024-03-22,11.456310679611658,True
2382,2024-06-19,-2.5316455696202556,False
2382,2024-06-19,-2.5316455696202556,False
2382,2024-06-19,-2.5316455696202556,False
2382,2024-06-20,-6.36363636363636,False
2382,2024-10-09,11.517367458866534,True
2382,2024-10-09,11.517367458866534,True
2382,2024-10-11,9.92907801418439,True
2382,2026-02-10,1.403508771929829,True
2382,2026-02-25,-3.025210084033614,False
2382,2026-02-25,-3.025210084033614,False
2382,2026-03-02,-3.9867109634551534,False
2382,2026-04-09,2.8753993610223683,True
